4.653820456480979919e+04,6.879060058593750000e+03
4.497902231407165527e+04,6.719195693969726562e+03
4.443618104767799377e+04,6.628934669494628906e+03
4.398874188089370728e+04,6.609333465576171875e+03
4.383680477881431580e+04,6.601792144775390625e+03
4.347052371191978455e+04,6.513005401611328125e+03
4.329503617811203003e+04,6.576202896118164062e+03
4.301410699009895325e+04,6.609228324890136719e+03
4.280858353471755981e+04,6.486878059387207031e+03
4.271111879587173462e+04,6.656159469604492188e+03
4.265544414615631104e+04,6.536075195312500000e+03
4.237932673740386963e+04,6.549510910034179688e+03
4.215339212274551392e+04,6.750687118530273438e+03
4.215149283075332642e+04,6.528047592163085938e+03
4.192765268969535828e+04,6.558933387756347656e+03
4.177146012330055237e+04,6.548716102600097656e+03
4.151521657896041870e+04,6.472762001037597656e+03
4.145482310056686401e+04,6.632387695312500000e+03
4.147462917423248291e+04,6.507599822998046875e+03
4.150155325984954834e+04,6.490452323913574219e+03
4.113045275354385376e+04,6.762377609252929688e+03
4.124655682039260864e+04,6.518240135192871094e+03
4.112104864740371704e+04,6.608577377319335938e+03
4.088558570241928101e+04,7.225836563110351562e+03
4.068179198217391968e+04,6.561548995971679688e+03
4.057508369469642639e+04,6.702522872924804688e+03
4.048062899637222290e+04,6.648459930419921875e+03
4.055700535178184509e+04,6.693574684143066406e+03
4.062806804847717285e+04,6.782426742553710938e+03
4.053336961030960083e+04,6.798727523803710938e+03
4.052377724313735962e+04,6.759552017211914062e+03
4.027219117379188538e+04,6.998871917724609375e+03
4.014481163477897644e+04,6.711298110961914062e+03
4.012462377595901489e+04,6.553361724853515625e+03
3.993002735233306885e+04,6.478513923645019531e+03
3.988475760030746460e+04,6.519123405456542969e+03
3.994614227581024170e+04,6.520414817810058594e+03
3.989055397367477417e+04,6.491412338256835938e+03
3.970454148912429810e+04,6.530837776184082031e+03
3.973677497220039368e+04,6.501230949401855469e+03
3.978983430528640747e+04,6.568116241455078125e+03
3.970157909584045410e+04,6.697283416748046875e+03
3.970004089140892029e+04,6.534931365966796875e+03
3.950124492120742798e+04,6.601988327026367188e+03
