3.143996419715881348e+04,6.523266258239746094e+03
3.039841883468627930e+04,6.421982002258300781e+03
3.003863000774383545e+04,6.430247589111328125e+03
2.981464772415161133e+04,6.393029075622558594e+03
2.969304681491851807e+04,6.365098342895507812e+03
2.950166137027740479e+04,6.378015930175781250e+03
2.940618002414703369e+04,6.377921859741210938e+03
2.932499416828155518e+04,6.394597045898437500e+03
2.929007113838195801e+04,6.327765274047851562e+03
2.912086384582519531e+04,6.353979789733886719e+03
2.903386130142211914e+04,6.409241615295410156e+03
2.900653408718109131e+04,6.365310134887695312e+03
2.889372161960601807e+04,6.351018150329589844e+03
2.884814808845520020e+04,6.378028106689453125e+03
2.883243753719329834e+04,6.399027709960937500e+03
2.870549618244171143e+04,6.339955902099609375e+03
2.869045020961761475e+04,6.366565986633300781e+03
2.859198261165618896e+04,6.390558425903320312e+03
2.866997369956970215e+04,6.358221908569335938e+03
2.846835664463043213e+04,6.335985404968261719e+03
2.851179789924621582e+04,6.387417762756347656e+03
2.836990592956542969e+04,6.346723342895507812e+03
2.820812113571166992e+04,6.348179168701171875e+03
2.829037384033203125e+04,6.435471305847167969e+03
2.831137572860717773e+04,6.354882438659667969e+03
2.817203793525695801e+04,6.372625099182128906e+03
2.810075683784484863e+04,6.362998100280761719e+03
2.811877303028106689e+04,6.351525199890136719e+03
2.814502605628967285e+04,6.348475143432617188e+03
2.805430823898315430e+04,6.364770278930664062e+03
