5.911154246392895217e+00,0.000000000000000000e+00
5.929890824463834420e+00,0.000000000000000000e+00
5.905941183644382697e+00,0.000000000000000000e+00
5.774730391541874397e+00,0.000000000000000000e+00
5.549302243627913356e+00,0.000000000000000000e+00
5.245295010057739127e+00,0.000000000000000000e+00
4.921847610788194771e+00,0.000000000000000000e+00
4.579865136924079039e+00,0.000000000000000000e+00
4.275752469224714858e+00,0.000000000000000000e+00
4.005028418841841464e+00,0.000000000000000000e+00
3.777346174497817177e+00,0.000000000000000000e+00
3.565811908209855385e+00,0.000000000000000000e+00
3.405157751693778323e+00,0.000000000000000000e+00
3.284310257612743644e+00,0.000000000000000000e+00
3.175018341481179007e+00,0.000000000000000000e+00
3.086298278539684414e+00,0.000000000000000000e+00
2.985450264294675193e+00,0.000000000000000000e+00
2.908454701828017797e+00,0.000000000000000000e+00
2.823383881992072020e+00,0.000000000000000000e+00
2.760845813555663053e+00,0.000000000000000000e+00
2.694925889750696690e+00,0.000000000000000000e+00
2.615924068911219091e+00,0.000000000000000000e+00
2.556862540388940452e+00,0.000000000000000000e+00
2.505124177667240382e+00,0.000000000000000000e+00
2.436879418264854991e+00,0.000000000000000000e+00
2.390595113460797005e+00,0.000000000000000000e+00
2.339507473308036989e+00,0.000000000000000000e+00
2.300126493340333589e+00,0.000000000000000000e+00
2.253079586611550056e+00,0.000000000000000000e+00
2.201546674295452366e+00,0.000000000000000000e+00
2.167400700663138835e+00,0.000000000000000000e+00
2.127546805130089869e+00,0.000000000000000000e+00
2.084951106376395913e+00,0.000000000000000000e+00
2.043925611489220806e+00,0.000000000000000000e+00
1.996946380074632321e+00,0.000000000000000000e+00
1.964544543565096113e+00,0.000000000000000000e+00
1.927025060562867154e+00,0.000000000000000000e+00
1.876856124000494841e+00,0.000000000000000000e+00
1.854969978715283574e+00,0.000000000000000000e+00
1.831497296842632849e+00,0.000000000000000000e+00
1.782488380583425069e+00,0.000000000000000000e+00
1.764228028444162266e+00,0.000000000000000000e+00
1.725471313777345417e+00,0.000000000000000000e+00
1.706963342800315031e+00,0.000000000000000000e+00
1.672096307594242770e+00,0.000000000000000000e+00
1.646509587919150697e+00,0.000000000000000000e+00
1.624595874044928001e+00,0.000000000000000000e+00
1.594125602961012689e+00,0.000000000000000000e+00
1.565221487142649526e+00,0.000000000000000000e+00
1.545189469742810573e+00,0.000000000000000000e+00
